UserID,MovieID,Title,Genres,Predicted_Rating
6021,3196,Stalag 17 (1953),Drama|War,5.0
6021,3198,Papillon (1973),Drama,5.0
6021,3578,Gladiator (2000),Action|Drama,5.0
6021,17,Sense and Sensibility (1995),Drama|Romance,5.0
6021,69,Friday (1995),Comedy,5.0
6020,296,Pulp Fiction (1994),Crime|Drama,5.0
6020,912,Casablanca (1942),Drama|Romance|War,5.0
6020,950,"Thin Man, The (1934)",Mystery,5.0
6020,951,His Girl Friday (1940),Comedy,5.0
6020,1252,Chinatown (1974),Film-Noir|Mystery|Thriller,5.0
6020,1,Toy Story (1995),Animation|Children's|Comedy,5.0
6020,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6020,111,Taxi Driver (1976),Drama|Thriller,5.0
6020,162,Crumb (1994),Documentary,5.0
6020,527,Schindler's List (1993),Drama|War,5.0
6019,1079,"Fish Called Wanda, A (1988)",Comedy,5.0
6019,1259,Stand by Me (1986),Adventure|Comedy|Drama,5.0
6019,2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,5.0
6019,2822,Medicine Man (1992),Adventure|Romance,5.0
6019,34,Babe (1995),Children's|Comedy|Drama,5.0
6019,62,Mr. Holland's Opus (1995),Drama,5.0
6019,161,Crimson Tide (1995),Drama|Thriller|War,5.0
6019,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,5.0
6019,188,"Prophecy, The (1995)",Horror,5.0
6019,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,5.0
6018,162,Crumb (1994),Documentary,5.0
6018,223,Clerks (1994),Comedy,5.0
6018,493,Menace II Society (1993),Action|Crime|Drama,5.0
6018,507,"Perfect World, A (1993)",Action|Drama,5.0
6018,553,Tombstone (1993),Western,5.0
6018,599,"Wild Bunch, The (1969)",Western,5.0
6018,720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,5.0
6018,741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,5.0
6018,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6018,852,Tin Cup (1996),Comedy|Romance,5.0
6017,111,Taxi Driver (1976),Drama|Thriller,5.0
6017,314,"Secret of Roan Inish, The (1994)",Drama,5.0
6017,596,Pinocchio (1940),Animation|Children's,5.0
6017,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
6017,920,Gone with the Wind (1939),Drama|Romance|War,5.0
6017,1086,Dial M for Murder (1954),Mystery|Thriller,5.0
6017,1148,"Wrong Trousers, The (1993)",Animation|Comedy,5.0
6017,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,5.0
6017,1270,Back to the Future (1985),Comedy|Sci-Fi,5.0
6017,2443,Playing by Heart (1998),Drama|Romance,5.0
6016,935,"Band Wagon, The (1953)",Comedy|Musical,5.0
6016,205,Unstrung Heroes (1995),Comedy|Drama,5.0
6016,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,5.0
6016,326,To Live (Huozhe) (1994),Drama,5.0
6016,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,5.0
6016,929,Foreign Correspondent (1940),Thriller,5.0
6016,1044,Surviving Picasso (1996),Drama,5.0
6016,1076,"Innocents, The (1961)",Thriller,5.0
6016,1366,"Crucible, The (1996)",Drama,5.0
6016,1420,Message to Love: The Isle of Wight Festival (1996),Documentary,5.0
6015,1947,West Side Story (1961),Musical|Romance,5.0
6015,69,Friday (1995),Comedy,5.0
6015,110,Braveheart (1995),Action|Drama|War,5.0
6015,111,Taxi Driver (1976),Drama|Thriller,5.0
6015,162,Crumb (1994),Documentary,5.0
6015,206,Unzipped (1995),Documentary,5.0
6015,262,"Little Princess, A (1995)",Children's|Drama,5.0
6015,272,"Madness of King George, The (1994)",Drama,5.0
6015,307,Three Colors: Blue (1993),Drama,5.0
6015,509,"Piano, The (1993)",Drama|Romance,5.0
6014,2890,Three Kings (1999),Drama|War,5.0
6014,101,Bottle Rocket (1996),Comedy,5.0
6014,242,Farinelli: il castrato (1994),Drama|Musical,5.0
6014,322,Swimming with Sharks (1995),Comedy|Drama,5.0
6014,811,"Bewegte Mann, Der (1994)",Comedy,5.0
6014,841,Eyes Without a Face (1959),Horror,5.0
6014,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,5.0
6014,861,Supercop (1992),Action|Thriller,5.0
6014,935,"Band Wagon, The (1953)",Comedy|Musical,5.0
6014,974,Algiers (1938),Drama|Romance,5.0
6013,13,Balto (1995),Animation|Children's,5.0
6013,40,"Cry, the Beloved Country (1995)",Drama,5.0
6013,104,Happy Gilmore (1996),Comedy,5.0
6013,116,Anne Frank Remembered (1995),Documentary,5.0
6013,154,Belle de jour (1967),Drama,5.0
6013,162,Crumb (1994),Documentary,5.0
6013,176,Living in Oblivion (1995),Comedy,5.0
6013,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,5.0
6013,206,Unzipped (1995),Documentary,5.0
6013,207,"Walk in the Clouds, A (1995)",Drama|Romance,5.0
6012,290,Once Were Warriors (1994),Crime|Drama,5.0
6012,318,"Shawshank Redemption, The (1994)",Drama,5.0
6012,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
6012,899,Singin' in the Rain (1952),Musical|Romance,5.0
6012,1093,"Doors, The (1991)",Drama|Musical,5.0
6012,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,5.0
6012,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,5.0
6012,1783,Palmetto (1998),Film-Noir|Mystery|Thriller,5.0
6012,2067,Doctor Zhivago (1965),Drama|Romance|War,5.0
6012,2106,Swing Kids (1993),Drama|War,5.0
6011,1449,Waiting for Guffman (1996),Comedy,5.0
6011,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,5.0
6011,2352,"Big Chill, The (1983)",Comedy|Drama,5.0
6011,18,Four Rooms (1995),Thriller,5.0
6011,69,Friday (1995),Comedy,5.0
6011,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,5.0
6011,504,No Escape (1994),Action|Sci-Fi,5.0
6011,587,Ghost (1990),Comedy|Romance|Thriller,5.0
6011,741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,5.0
6011,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6010,904,Rear Window (1954),Mystery|Thriller,5.0
6010,917,"Little Princess, The (1939)",Children's|Drama,5.0
6010,1099,"Christmas Carol, A (1938)",Drama,5.0
6010,46,How to Make an American Quilt (1995),Drama|Romance,5.0
6010,74,Bed of Roses (1996),Drama|Romance,5.0
6010,322,Swimming with Sharks (1995),Comedy|Drama,5.0
6010,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,5.0
6010,916,Roman Holiday (1953),Comedy|Romance,5.0
6010,932,"Affair to Remember, An (1957)",Romance,5.0
6010,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,5.0
6009,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6009,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,5.0
6009,914,My Fair Lady (1964),Musical|Romance,5.0
6009,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,5.0
6009,1035,"Sound of Music, The (1965)",Musical,5.0
6009,1257,Better Off Dead... (1985),Comedy,5.0
6009,1262,"Great Escape, The (1963)",Adventure|War,5.0
6009,1302,Field of Dreams (1989),Drama,5.0
6009,1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,5.0
6009,1387,Jaws (1975),Action|Horror,5.0
6007,2706,American Pie (1999),Comedy,5.0
6007,232,Eat Drink Man Woman (1994),Comedy|Drama,5.0
6007,408,8 Seconds (1994),Drama,5.0
6007,529,Searching for Bobby Fischer (1993),Drama,5.0
6007,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6007,910,Some Like It Hot (1959),Comedy|Crime,5.0
6007,923,Citizen Kane (1941),Drama,5.0
6007,1012,Old Yeller (1957),Children's|Drama,5.0
6007,1029,Dumbo (1941),Animation|Children's|Musical,5.0
6007,1203,12 Angry Men (1957),Drama,5.0
6008,1242,Glory (1989),Action|Drama|War,5.0
6008,1517,Austin Powers: International Man of Mystery (1997),Comedy,5.0
6008,19,Ace Ventura: When Nature Calls (1995),Comedy,5.0
6008,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6008,333,Tommy Boy (1995),Comedy,5.0
6008,344,Ace Ventura: Pet Detective (1994),Comedy,5.0
6008,367,"Mask, The (1994)",Comedy|Crime|Fantasy,5.0
6008,527,Schindler's List (1993),Drama|War,5.0
6008,593,"Silence of the Lambs, The (1991)",Drama|Thriller,5.0
6008,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,5.0
6006,12,Dracula: Dead and Loving It (1995),Comedy|Horror,5.0
6006,15,Cutthroat Island (1995),Action|Adventure|Romance,5.0
6006,38,It Takes Two (1995),Comedy,5.0
6006,52,Mighty Aphrodite (1995),Comedy,5.0
6006,79,"Juror, The (1996)",Drama|Thriller,5.0
6006,95,Broken Arrow (1996),Action|Thriller,5.0
6006,140,Up Close and Personal (1996),Drama|Romance,5.0
6006,205,Unstrung Heroes (1995),Comedy|Drama,5.0
6006,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,5.0
6006,290,Once Were Warriors (1994),Crime|Drama,5.0
6005,593,"Silence of the Lambs, The (1991)",Drama|Thriller,5.0
6005,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
6005,1089,Reservoir Dogs (1992),Crime|Thriller,5.0
6005,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,5.0
6005,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,5.0
6005,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,5.0
6005,2804,"Christmas Story, A (1983)",Comedy|Drama,5.0
6005,2858,American Beauty (1999),Comedy|Drama,5.0
6005,25,Leaving Las Vegas (1995),Drama|Romance,5.0
6005,34,Babe (1995),Children's|Comedy|Drama,5.0
6004,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0
6004,198,Strange Days (1995),Action|Crime|Sci-Fi,5.0
6004,235,Ed Wood (1994),Comedy|Drama,5.0
6004,253,Interview with the Vampire (1994),Drama|Horror,5.0
6004,353,"Crow, The (1994)",Action|Romance|Thriller,5.0
6004,443,"Endless Summer 2, The (1994)",Documentary,5.0
6004,504,No Escape (1994),Action|Sci-Fi,5.0
6004,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,5.0
6004,923,Citizen Kane (1941),Drama,5.0
6004,1080,Monty Python's Life of Brian (1979),Comedy,5.0
6003,3916,Remember the Titans (2000),Drama,5.0
6003,97,"Hate (Haine, La) (1995)",Drama,5.0
6003,116,Anne Frank Remembered (1995),Documentary,5.0
6003,155,Beyond Rangoon (1995),Drama|War,5.0
6003,211,"Browning Version, The (1994)",Drama,5.0
6003,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,5.0
6003,215,Before Sunrise (1995),Drama|Romance,5.0
6003,501,Naked (1993),Drama,5.0
6003,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,5.0
6003,669,Aparajito (1956),Drama,5.0
6002,1797,Everest (1998),Documentary,5.0
6002,2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,5.0
6002,2357,Central Station (Central do Brasil) (1998),Drama,5.0
6002,2384,Babe: Pig in the City (1998),Children's|Comedy,5.0
6002,3555,U-571 (2000),Action|Thriller,5.0
6002,3634,Seven Days in May (1964),Thriller,5.0
6002,3916,Remember the Titans (2000),Drama,5.0
6002,3949,Requiem for a Dream (2000),Drama,5.0
6002,3950,Tigerland (2000),Drama,5.0
6002,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,5.0
6001,2501,October Sky (1999),Drama,5.0
6001,188,"Prophecy, The (1995)",Horror,5.0
6001,190,Safe (1995),Thriller,5.0
6001,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,5.0
6001,759,Maya Lin: A Strong Clear Vision (1994),Documentary,5.0
6001,970,Beat the Devil (1954),Comedy|Drama,5.0
6001,971,Cat on a Hot Tin Roof (1958),Drama,5.0
6001,1020,Cool Runnings (1993),Comedy,5.0
6001,1178,Paths of Glory (1957),Drama|War,5.0
6001,1202,Withnail and I (1987),Comedy,5.0
6000,94,Beautiful Girls (1996),Drama,5.0
6000,322,Swimming with Sharks (1995),Comedy|Drama,5.0
6000,3789,"Pawnbroker, The (1965)",Drama,5.0
6000,262,"Little Princess, A (1995)",Children's|Drama,5.0
6000,421,Black Beauty (1994),Adventure|Children's,5.0
6000,874,Killer: A Journal of Murder (1995),Crime|Drama,5.0
6000,885,Bogus (1996),Children's|Drama|Fantasy,5.0
6000,906,Gaslight (1944),Mystery|Thriller,5.0
6000,991,Michael Collins (1996),Drama|War,5.0
6000,1055,Shadow Conspiracy (1997),Thriller,5.0
5999,262,"Little Princess, A (1995)",Children's|Drama,5.0
5999,296,Pulp Fiction (1994),Crime|Drama,5.0
5999,515,"Remains of the Day, The (1993)",Drama,5.0
5999,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,5.0
5999,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,5.0
5999,903,Vertigo (1958),Mystery|Thriller,5.0
5999,910,Some Like It Hot (1959),Comedy|Crime,5.0
5999,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,5.0
5999,1068,Crossfire (1947),Crime|Film-Noir,5.0
5999,1089,Reservoir Dogs (1992),Crime|Thriller,5.0
5998,111,Taxi Driver (1976),Drama|Thriller,5.0
5998,296,Pulp Fiction (1994),Crime|Drama,5.0
5998,508,Philadelphia (1993),Drama,5.0
5998,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,5.0
5998,904,Rear Window (1954),Mystery|Thriller,5.0
5998,908,North by Northwest (1959),Drama|Thriller,5.0
5998,918,Meet Me in St. Louis (1944),Musical,5.0
5998,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,5.0
5998,923,Citizen Kane (1941),Drama,5.0
5998,1178,Paths of Glory (1957),Drama|War,5.0
5997,379,Timecop (1994),Action|Sci-Fi,5.0
5997,527,Schindler's List (1993),Drama|War,5.0
5997,858,"Godfather, The (1972)",Action|Crime|Drama,5.0
5997,920,Gone with the Wind (1939),Drama|Romance|War,5.0
5997,2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,5.0
5997,2663,It Came from Beneath the Sea (1955),Sci-Fi,5.0
5997,2667,"Mole People, The (1956)",Sci-Fi,5.0
5997,2858,American Beauty (1999),Comedy|Drama,5.0
5997,3052,Dogma (1999),Comedy,5.0
5997,3375,Destination Moon (1950),Sci-Fi,5.0
5996,1719,"Sweet Hereafter, The (1997)",Drama,5.0
5996,2329,American History X (1998),Drama,5.0
5996,41,Richard III (1995),Drama|War,5.0
5996,211,"Browning Version, The (1994)",Drama,5.0
5996,232,Eat Drink Man Woman (1994),Comedy|Drama,5.0
5996,322,Swimming with Sharks (1995),Comedy|Drama,5.0
5996,446,Farewell My Concubine (1993),Drama|Romance,5.0
5996,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,5.0
5996,556,"War Room, The (1993)",Documentary,5.0
5996,668,Pather Panchali (1955),Drama,5.0
